2383
3000 3000
1848 93 126
1848 287 968
1848 309 69
1848 460 15
1848 795 763
1848 2109 907
1848 2183 472
1849 160 580
1849 514 249
1849 759 984
1849 1617 9
1849 2927 93
1850 473 480
1850 1181 474
1850 1510 113
1850 1750 473
1850 2606 405
1850 2686 418
1850 2951 656
1851 830 252
1851 933 731
1851 1000 535
1851 1018 4
1851 1354 793
1851 1360 135
1851 1653 181
1851 2058 424
1851 2827 792
1851 2923 987
1852 1367 963
1852 1729 898
1852 2077 671
1852 2239 311
1853 106 999
1853 419 44
1853 761 432
1853 1890 1
1853 2322 973
1853 2934 922
1853 2960 521
1854 2179 898
1855 43 821
1855 704 138
1855 989 519
1855 1122 793
1855 1632 130
1855 1820 553
1855 2785 967
1855 2990 861
1856 1292 80
1856 1418 572
1856 2190 446
1856 2725 712
1856 2956 588
1857 659 986
1857 708 134
1857 1394 429
1857 1666 891
1857 1732 999
1857 2151 820
1857 2237 440
1858 449 522
1858 1569 529
1858 1700 167
1858 2254 594
1858 2320 430
1858 2584 849
1858 2989 576
1859 77 252
1859 491 932
1859 919 255
1859 1050 677
1859 1126 984
1859 1233 615
1859 1593 319
1860 129 594
1860 609 436
1860 1084 811
1860 2126 747
1860 2277 551
1860 2757 196
1861 39 597
1861 540 894
1861 996 684
1861 1999 779
1861 2615 414
1861 2636 320
1861 2801 124
1862 876 785
1862 1108 358
1862 1112 443
1862 1990 618
1862 2064 298
1862 2401 260
1863 603 147
1863 1933 355
1863 2044 557
1863 2219 589
1863 2267 766
1863 2620 208
1863 2886 956
1864 948 299
1864 1642 481
1864 2264 225
1864 2416 160
1865 136 115
1865 753 651
1865 755 676
1865 761 414
1865 1081 219
1865 1369 953
1865 1664 906
1865 1990 679
1865 2532 635
1865 2610 630
1866 317 328
1866 605 163
1866 1495 129
1866 2023 302
1866 2304 93
1866 2872 895
1867 272 302
1867 435 460
1867 1108 491
1867 2100 383
1867 2850 502
1867 2883 942
1867 2986 70
1868 71 381
1868 133 129
1868 565 517
1868 890 419
1868 1915 838
1869 292 706
1869 296 625
1869 1887 192
1869 1917 94
1869 2314 657
1869 2663 737
1869 2940 523
1870 494 685
1870 671 266
1870 712 94
1870 822 45
1870 967 40
1870 1018 964
1870 1152 562
1870 1300 726
1870 1316 262
1870 1398 631
1870 1551 602
1870 2248 379
1871 83 461
1871 599 458
1871 1100 880
1871 1375 770
1872 18 205
1872 249 529
1872 302 497
1872 748 932
1872 1034 711
1872 1068 608
1872 1584 267
1872 2373 410
1872 2484 842
1872 2750 154
1872 2909 228
1873 80 559
1873 1505 469
1873 2613 294
1874 30 824
1874 551 468
1874 712 934
1874 1608 894
1874 2526 662
1874 2851 98
1875 534 409
1875 719 573
1875 821 479
1875 1585 518
1875 1647 746
1875 1703 887
1875 2042 76
1875 2659 367
1875 2888 418
1876 256 304
1876 406 998
1876 904 35
1876 1589 61
1876 2833 380
1876 2860 427
1877 1355 563
1877 1696 562
1877 2215 731
1877 2261 529
1877 2802 130
1877 2822 131
1877 2987 630
1878 4 183
1878 1055 451
1878 1078 630
1878 2163 780
1878 2520 735
1878 2607 644
1879 454 809
1879 1365 702
1879 1425 106
1879 1759 196
1879 1939 705
1879 2332 348
1879 2831 56
1880 1362 649
1880 1739 746
1880 2009 118
1880 2282 416
1881 461 252
1881 650 571
1881 876 789
1881 1837 101
1881 2008 793
1881 2072 137
1881 2917 468
1882 100 418
1882 221 603
1882 1993 745
1882 2047 695
1882 2662 757
1882 2886 835
1883 142 906
1883 311 671
1883 598 4
1883 1060 720
1883 1173 553
1883 1704 569
1884 215 667
1884 1082 527
1884 1135 661
1884 1404 670
1884 1663 904
1884 2712 114
1885 114 21
1885 201 159
1885 205 495
1885 529 292
1885 851 362
1885 895 401
1885 920 317
1885 1572 261
1885 1785 154
1885 1826 117
1886 244 982
1886 591 763
1886 1423 757
1886 1673 249
1886 1694 625
1886 1846 664
1886 1934 684
1886 2033 137
1886 2453 828
1886 2571 804
1887 24 56
1887 1427 608
1887 1869 192
1887 2036 470
1887 2229 249
1887 2652 783
1888 381 182
1888 443 512
1888 977 724
1888 1018 847
1888 2281 478
1888 2418 125
1888 2522 749
1888 2738 781
1888 2799 716
1889 726 433
1889 984 898
1889 1932 19
1889 2335 565
1890 45 610
1890 164 417
1890 505 484
1890 592 264
1890 1443 229
1890 1853 1
1890 2069 514
1890 2126 653
1890 2153 864
1891 2 626
1891 38 678
1891 78 244
1891 825 8
1891 2136 606
1892 699 64
1892 1128 130
1892 2032 264
1892 2409 393
1892 2877 786
1893 261 512
1893 325 996
1893 636 928
1893 709 48
1893 1128 720
1893 1236 539
1893 2319 398
1893 2652 353
1893 2668 755
1894 49 761
1894 356 488
1894 418 923
1894 753 556
1894 766 927
1894 1077 754
1894 1689 639
1894 2358 734
1894 2626 27
1895 453 161
1895 628 862
1895 800 331
1895 1195 515
1895 1583 100
1895 2991 599
1896 168 695
1896 844 680
1896 1275 456
1896 1463 791
1896 1536 589
1897 29 947
1897 51 373
1897 452 362
1897 509 177
1897 594 149
1897 662 880
1897 822 484
1897 933 841
1897 937 620
1897 1232 468
1897 1478 172
1897 1601 676
1897 1635 904
1897 2202 5
1897 2974 692
1898 276 985
1898 433 891
1898 519 708
1898 1122 7
1898 1602 712
1898 2705 709
1899 374 309
1899 2308 423
1899 2440 304
1900 479 830
1900 1461 487
1900 1663 578
1900 1949 277
1900 2676 825
1901 1632 865
1901 2425 979
1901 2645 870
1902 2 212
1902 243 460
1902 626 957
1902 1921 678
1902 2015 123
1902 2593 757
1903 477 185
1903 707 200
1903 1020 554
1903 2775 973
1904 172 58
1904 183 494
1904 600 555
1904 616 252
1904 1049 771
1904 1162 715
1904 1735 934
1904 1794 268
1904 2508 962
1905 716 546
1905 1041 61
1905 1104 702
1905 2392 537
1905 2577 983
1905 2719 428
1905 2883 919
1906 1616 756
1906 1826 437
1906 2263 398
1907 205 480
1907 717 760
1907 1050 888
1907 2176 639
1907 2513 587
1907 2795 717
1908 112 171
1908 1088 670
1908 1140 975
1908 1750 938
1908 2037 634
1909 434 184
1909 529 715
1909 871 864
1909 1064 543
1909 1943 926
1909 2382 41
1910 261 501
1910 678 476
1910 955 452
1910 1114 322
1910 2981 101
1911 697 312
1911 1174 959
1911 1435 341
1911 2748 103
1911 2765 78
1912 491 309
1912 1007 777
1912 1211 103
1913 371 461
1913 518 776
1913 1486 416
1913 2411 823
1914 608 884
1914 617 797
1914 1517 764
1914 2265 43
1914 2383 589
1914 2794 164
1915 1514 431
1915 1561 228
1915 1622 449
1915 1868 838
1915 2040 540
1915 2973 919
1916 993 244
1916 2453 969
1916 2790 723
1917 98 532
1917 462 909
1917 590 989
1917 1039 247
1917 1594 7
1917 1796 852
1917 1841 345
1917 1869 94
1917 2368 535
1917 2454 251
1918 30 373
1918 892 403
1918 1722 24
1918 1771 115
1918 2099 594
1918 2338 174
1918 2692 89
1919 442 687
1919 540 331
1919 1243 537
1919 1586 477
1919 1701 563
1919 2073 869
1919 2800 158
1919 2819 543
1920 518 64
1920 928 226
1920 1221 677
1920 2938 519
1920 2953 368
1921 1123 418
1921 1902 678
1922 92 563
1922 230 43
1922 283 765
1922 585 366
1922 705 365
1922 1242 838
1922 2281 694
1922 2601 380
1922 2782 130
1923 1325 493
1923 1422 874
1923 1519 86
1923 2417 116
1923 2496 510
1923 2700 336
1923 2748 841
1924 351 543
1924 713 153
1924 798 988
1924 1142 873
1924 2084 261
1925 227 766
1925 1209 462
1925 1411 360
1925 1744 939
1925 2173 893
1926 599 146
1926 675 360
1926 959 956
1926 1225 501
1926 1927 701
1926 2097 86
1926 2575 784
1927 346 654
1927 690 486
1927 813 959
1927 1397 207
1927 1926 701
1927 2558 680
1927 2599 754
1927 2660 943
1928 885 74
1928 1999 121
1928 2852 141
1928 2940 78
1929 106 237
1929 261 740
1929 639 518
1929 1131 698
1929 1144 653
1929 1579 396
1929 2398 951
1929 2416 971
1930 46 673
1930 772 940
1930 778 807
1930 952 88
1930 2975 529
1930 2977 324
1931 280 379
1931 281 325
1931 873 359
1931 962 383
1931 2481 407
1932 466 470
1932 606 526
1932 1092 804
1932 1889 19
1932 2640 714
1933 907 526
1933 917 623
1933 1078 720
1933 1141 252
1933 1187 140
1933 1400 912
1933 1863 355
1933 2176 440
1933 2224 390
1933 2645 213
1934 381 621
1934 765 221
1934 790 338
1934 799 799
1934 819 36
1934 858 130
1934 1807 86
1934 1886 684
1934 2240 423
1934 2618 25
1934 2982 72
1935 318 994
1935 502 902
1935 1526 317
1935 2208 976
1935 2383 661
1935 2451 58
1935 2657 574
1936 694 61
1936 1568 476
1936 1714 873
1937 110 665
1937 248 786
1937 521 772
1937 1268 109
1937 1589 948
1938 474 401
1938 738 932
1938 888 251
1938 1022 449
1938 1446 28
1938 1491 100
1938 2305 967
1938 2822 78
1938 2831 735
1939 766 896
1939 1114 834
1939 1408 229
1939 1879 705
1939 2221 94
1939 2778 742
1940 185 171
1940 326 418
1940 460 889
1940 1003 991
1940 1265 795
1940 2317 42
1940 2594 32
1941 1126 450
1941 1680 448
1941 1693 298
1941 2126 869
1941 2232 703
1941 2412 553
1941 2431 996
1941 2582 945
1942 149 700
1942 857 683
1942 909 285
1942 1761 920
1942 2540 966
1942 2560 460
1942 2658 684
1942 2716 146
1943 844 35
1943 1744 724
1943 1909 926
1943 2538 904
1943 2692 436
1944 75 401
1944 549 117
1944 1100 809
1944 1554 517
1944 2394 847
1944 2899 65
1944 2911 51
1945 700 298
1945 811 70
1945 2467 882
1945 2599 28
1945 2927 160
1946 377 423
1946 463 647
1946 789 938
1946 794 256
1946 1054 455
1946 1404 550
1946 2369 858
1946 2690 410
1947 496 434
1947 1145 905
1947 1422 778
1947 1556 597
1947 1583 129
1947 1675 956
1947 2522 860
1948 468 993
1948 1491 900
1948 1660 315
1948 2471 166
1949 1650 897
1949 1705 366
1949 1828 578
1949 1900 277
1949 2320 976
1949 2603 56
1949 2805 818
1950 42 876
1950 550 523
1950 627 143
1950 1470 7
1950 2635 511
1950 2798 883
1951 1423 496
1951 1439 928
1951 2431 472
1951 2567 80
1951 2753 134
1952 627 849
1952 700 729
1952 1810 128
1952 2501 602
1953 979 590
1953 1184 611
1954 121 493
1954 236 763
1954 255 937
1954 461 268
1954 674 563
1954 1460 484
1954 2282 372
1954 2330 539
1954 2952 387
1955 74 647
1955 689 219
1956 556 49
1956 719 63
1956 1326 765
1956 1689 343
1956 1767 547
1956 2286 376
1956 2703 787
1956 2933 51
1957 241 389
1957 1990 24
1957 2038 983
1957 2527 64
1958 354 462
1958 1416 617
1958 1443 458
1958 1513 938
1958 2098 841
1958 2779 882
1959 838 683
1959 1038 139
1959 1550 199
1959 1716 769
1960 171 931
1960 469 576
1960 1693 713
1960 2429 73
1961 1507 10
1961 1632 918
1961 2224 665
1961 2304 925
1961 2455 528
1961 2548 676
1961 2888 238
1961 2977 218
1962 311 950
1962 356 204
1962 1092 596
1962 1107 101
1962 1297 998
1962 1427 685
1962 1524 428
1962 2854 591
1963 19 278
1963 478 303
1963 1103 887
1963 1713 492
1963 2677 546
1964 2082 924
1964 2142 839
1964 2706 833
1965 306 338
1965 1077 97
1965 1130 53
1965 1447 457
1965 2895 751
1966 681 951
1966 1479 676
1966 2536 74
1966 2929 830
1967 310 61
1967 490 365
1967 1130 129
1967 1479 350
1967 2477 917
1967 2665 491
1967 2669 771
1968 785 607
1968 867 9
1968 2315 116
1968 2361 516
1969 17 575
1969 1048 900
1969 1698 960
1970 1571 614
1970 2121 895
1971 374 8
1971 525 729
1971 572 7
1971 1498 386
1971 1500 691
1971 2164 695
1971 2986 574
1972 114 348
1972 952 86
1972 959 874
1972 1043 326
1972 1178 271
1972 1637 482
1972 1726 711
1972 2360 756
1972 2728 994
1973 225 841
1973 1242 612
1973 2315 307
1973 2702 793
1973 2959 709
1974 524 258
1974 1437 9
1974 1665 309
1974 2092 433
1974 2632 841
1975 1164 372
1975 1190 883
1975 2190 995
1975 2501 235
1975 2777 756
1976 2912 677
1977 364 896
1977 1449 189
1978 426 25
1978 1239 34
1978 1617 120
1978 2306 376
1978 2652 838
1978 2992 983
1979 279 79
1979 560 234
1979 1235 861
1979 1579 824
1980 477 684
1980 1360 121
1980 1413 711
1980 1989 630
1980 2340 85
1980 2430 635
1980 2458 946
1981 758 145
1981 1575 800
1981 1733 53
1981 1797 223
1981 2899 873
1982 370 579
1982 788 257
1982 810 647
1982 866 738
1982 1217 174
1982 2430 158
1983 1182 557
1983 1282 305
1983 1741 484
1983 2344 515
1984 404 633
1984 650 50
1984 861 275
1984 894 225
1984 1794 41
1984 2394 225
1985 142 508
1985 239 914
1985 481 946
1985 885 757
1985 1019 287
1985 1673 852
1986 1428 78
1986 2053 649
1986 2714 396
1986 2781 778
1986 2847 484
1986 2976 420
1987 609 264
1987 816 658
1987 817 216
1987 1253 786
1987 1517 162
1987 2756 147
1988 438 294
1988 483 257
1988 633 480
1988 1048 833
1988 1697 238
1988 1715 108
1988 1990 195
1989 1422 948
1989 1704 476
1989 1841 425
1989 1980 630
1989 2450 94
1990 145 124
1990 1134 337
1990 1862 618
1990 1865 679
1990 1957 24
1990 1988 195
1990 2054 327
1990 2137 227
1990 2448 668
1990 2798 81
1991 442 240
1991 891 539
1991 1334 464
1991 1812 507
1991 2200 645
1991 2282 968
1991 2700 700
1992 305 112
1992 753 204
1992 1131 273
1992 1415 550
1992 1655 496
1992 2058 359
1992 2159 747
1992 2623 158
1993 196 959
1993 1320 586
1993 1434 555
1993 1882 745
1993 2094 956
1993 2238 672
1993 2331 612
1994 136 672
1994 1479 110
1994 1635 351
1994 2183 109
1994 2351 875
1995 509 796
1995 592 352
1995 658 73
1995 1269 375
1995 1469 210
1995 2618 347
1995 2656 490
1995 2678 828
1995 2681 738
1995 2900 279
1995 2934 151
1996 1277 29
1996 1546 751
1996 1612 44
1996 1695 602
1996 2790 886
1997 220 942
1997 790 56
1997 1158 998
1997 1708 685
1998 364 945
1998 2304 522
1998 2484 604
1999 1336 136
1999 1663 819
1999 1810 377
1999 1861 779
1999 1928 121
1999 2379 866
1999 2406 152
1999 2764 109
2000 285 503
2000 632 542
2000 847 858
2000 1134 954
2000 1369 130
2000 2093 212
2000 2909 472
2001 893 27
2001 1806 917
2001 2455 3
2001 2509 347
2002 1214 287
2002 1557 549
2002 1689 391
2002 2545 210
2002 2684 937
2002 2899 25
2003 164 48
2003 614 615
2003 1608 630
2003 2256 460
2004 941 218
2004 1088 637
2004 2689 690
2004 2697 95
2004 2809 59
2005 1035 217
2005 1131 808
2005 1172 616
2005 1547 280
2005 2502 956
2005 2728 567
2005 2754 862
2006 729 385
2006 2049 621
2006 2481 138
2006 2972 592
2007 1371 535
2007 2988 470
2008 78 213
2008 466 781
2008 485 971
2008 1122 272
2008 1765 632
2008 1881 793
2008 2167 511
2008 2270 987
2008 2630 80
2009 580 732
2009 1234 136
2009 1363 472
2009 1785 689
2009 1880 118
2009 2609 824
2009 2925 49
2009 2941 754
2010 273 996
2010 1117 826
2010 1344 430
2010 1687 872
2010 2174 928
2011 431 294
2011 724 310
2011 1477 888
2011 1482 765
2011 2145 391
2011 2243 495
2011 2469 526
2011 2686 38
2012 301 603
2012 526 311
2012 1297 585
2012 1444 909
2012 1784 905
2012 2357 698
2012 2395 774
2012 2542 685
2013 168 107
2013 248 162
2013 443 973
2013 1238 976
2013 1674 472
2014 828 13
2014 1271 229
2014 1349 128
2014 1669 292
2014 2942 889
2015 158 690
2015 198 482
2015 610 761
2015 949 216
2015 1902 123
2015 2029 63
2015 2277 930
2015 2480 649
2016 2738 459
2016 2937 201
2017 124 437
2017 249 39
2017 344 557
2017 634 198
2017 732 424
2017 954 931
2017 1176 44
2017 1368 704
2017 1772 93
2017 2087 15
2018 594 472
2018 750 233
2018 1125 285
2018 2384 603
2018 2513 667
2018 2932 8
2019 1029 752
2019 1251 724
2019 1477 492
2019 1784 663
2019 2337 918
2019 2495 586
2019 2770 332
2020 934 14
2020 1047 307
2020 1666 718
2020 1718 342
2020 1723 903
2020 2396 376
2020 2457 693
2021 199 730
2021 340 549
2021 495 684
2021 708 290
2021 2126 239
2021 2293 777
2021 2920 52
2022 129 186
2022 1298 613
2022 1650 942
2022 2892 962
2023 285 735
2023 1866 302
2023 2205 98
2024 830 665
2024 992 780
2025 1242 911
2025 1634 518
2025 1721 458
2025 2235 379
2026 984 330
2026 1019 329
2026 1095 343
2026 2640 674
2027 361 879
2027 383 786
2027 807 406
2027 1115 229
2027 1300 337
2027 2820 797
2027 2830 866
2028 668 208
2028 743 590
2028 1426 211
2028 2538 776
2029 921 80
2029 1376 371
2029 1562 871
2029 1650 384
2029 2015 63
2029 2118 823
2029 2446 600
2030 1505 338
2030 1810 256
2030 2377 601
2030 2618 689
2030 2797 400
2030 2838 848
2031 127 387
2031 421 802
2031 1044 110
2031 1102 744
2031 2723 454
2031 2786 547
2032 701 812
2032 1445 776
2032 1700 683
2032 1778 670
2032 1892 264
2033 203 478
2033 921 588
2033 1522 544
2033 1886 137
2033 2689 109
2033 2817 848
2034 240 171
2034 522 911
2034 783 997
2034 1281 464
2034 1651 717
2034 1661 790
2035 1633 718
2035 1659 588
2036 19 319
2036 663 529
2036 721 470
2036 1453 544
2036 1887 470
2037 687 884
2037 1096 926
2037 1908 634
2037 2245 369
2037 2474 860
2037 2509 569
2037 2650 613
2037 2977 498
2038 207 792
2038 1957 983
2038 2446 663
2039 125 695
2039 430 336
2039 579 756
2039 1685 119
2039 1700 178
2039 2757 141
2039 2839 170
2040 109 663
2040 831 30
2040 848 288
2040 1083 671
2040 1337 505
2040 1915 540
2041 1273 502
2041 1529 800
2042 943 827
2042 1380 117
2042 1500 369
2042 1875 76
2042 2780 225
2043 731 856
2043 2637 879
2043 2680 344
2044 801 12
2044 1432 995
2044 1863 557
2044 2112 587
2044 2361 372
2044 2588 924
2044 2773 370
2045 434 194
2045 968 55
2045 971 455
2045 1040 55
2045 1123 88
2045 1615 316
2045 2863 268
2046 17 103
2046 844 920
2046 875 734
2046 2286 658
2046 2365 46
2046 2890 621
2047 686 781
2047 1216 904
2047 1491 345
2047 1882 695
2047 2597 120
2048 312 290
2048 625 19
2048 1061 248
2048 2113 329
2048 2282 33
2048 2443 722
2049 401 414
2049 939 136
2049 1802 224
2049 2006 621
2049 2051 302
2049 2434 327
2049 2506 614
2049 2542 220
2049 2608 303
2050 8 388
2050 540 321
2050 684 543
2050 2151 99
2050 2597 351
2051 427 27
2051 1766 588
2051 2049 302
2051 2141 417
2051 2165 857
2051 2420 500
2051 2577 521
2052 265 280
2052 462 396
2052 562 646
2052 678 954
2052 888 684
2052 1744 331
2052 2543 486
2052 2722 46
2052 2798 567
2053 384 535
2053 550 587
2053 1986 649
2053 2795 407
2053 2956 929
2054 43 546
2054 1174 46
2054 1238 729
2054 1990 327
2054 2707 250
2055 620 455
2055 764 967
2055 1185 818
2055 2353 748
2055 2544 582
2056 687 383
2056 1646 964
2056 1775 993
2056 1781 506
2056 2759 486
2057 367 537
2057 1020 397
2057 1234 242
2057 1611 571
2057 2579 582
2058 577 950
2058 1140 413
2058 1613 434
2058 1851 424
2058 1992 359
2058 2130 745
2058 2735 67
2059 802 531
2059 1559 570
2059 1596 774
2059 1623 115
2059 2738 771
2060 214 26
2060 278 691
2060 2121 237
2060 2251 364
2060 2445 423
2060 2597 436
2060 2707 681
2060 2841 264
2061 90 260
2061 200 721
2061 441 541
2061 1174 164
2061 1257 366
2061 1565 761
2061 2406 16
2062 270 619
2062 638 597
2062 1444 496
2062 2215 976
2062 2510 179
2062 2946 707
2063 302 616
2063 474 610
2063 569 226
2063 949 707
2063 1574 896
2064 703 658
2064 934 416
2064 1039 324
2064 1373 16
2064 1862 298
2064 2305 417
2064 2729 928
2064 2862 589
2065 486 65
2065 1055 230
2065 2258 433
2065 2319 182
2065 2591 363
2065 2622 836
2066 779 832
2066 2760 131
2066 2819 187
2067 343 308
2067 470 356
2067 2324 436
2067 2876 733
2067 2926 689
2068 38 650
2068 339 49
2068 482 279
2068 2096 999
2068 2976 726
2069 376 958
2069 1555 62
2069 1669 850
2069 1890 514
2069 2740 121
2070 60 646
2070 367 377
2070 1059 43
2070 1220 361
2071 887 596
2071 1299 949
2071 1512 53
2071 1795 790
2071 2113 356
2072 362 472
2072 650 612
2072 868 777
2072 891 631
2072 1819 196
2072 1881 137
2072 2452 316
2072 2607 856
2072 2757 764
2072 2866 718
2073 370 135
2073 572 624
2073 606 183
2073 1028 965
2073 1271 813
2073 1492 223
2073 1919 869
2073 2900 391
2074 310 652
2074 635 839
2074 669 775
2074 982 614
2074 2276 748
2074 2349 877
2074 2895 766
2075 64 139
2075 262 85
2075 2451 885
2075 2959 617
2076 844 324
2076 2398 478
2076 2420 851
2077 33 774
2077 36 178
2077 778 909
2077 898 575
2077 1520 250
2077 1852 671
2077 2319 987
2077 2451 119
2077 2544 200
2077 2895 944
2077 2907 523
2078 285 939
2078 534 102
2078 626 441
2078 742 980
2078 981 466
2078 2485 468
2078 2585 679
2079 1766 542
2079 2142 493
2079 2633 869
2079 2899 438
2080 285 333
2080 592 5
2080 815 665
2080 1493 451
2080 1568 167
2080 2089 308
2080 2126 510
2080 2806 63
2081 211 109
2081 320 268
2081 1377 365
2081 1574 220
2081 2479 850
2082 136 521
2082 670 155
2082 956 122
2082 959 973
2082 1147 227
2082 1458 695
2082 1513 420
2082 1964 924
2082 2345 404
2083 200 968
2083 309 681
2083 710 292
2083 845 522
2083 1135 638
2083 1830 436
2083 2447 15
2084 33 53
2084 118 917
2084 751 168
2084 1044 728
2084 1924 261
2084 2122 187
2084 2353 86
2084 2940 260
2085 903 709
2085 1016 20
2085 1717 249
2085 1823 892
2085 2159 779
2085 2237 995
2085 2712 670
2085 2869 571
2085 2985 313
2086 1594 291
2086 2307 705
2086 2662 453
2087 829 698
2087 916 702
2087 1213 866
2087 1605 533
2087 2017 15
2087 2145 652
2087 2155 110
2087 2476 1
2087 2531 601
2087 2924 450
2088 392 624
2088 657 131
2088 913 317
2088 1144 408
2088 1220 165
2088 1469 858
2088 2524 597
2088 2670 10
2088 2770 75
2088 2948 133
2089 2080 308
2089 2662 198
2089 2944 80
2090 429 204
2090 725 985
2090 962 523
2090 1103 264
2090 1104 969
2090 1429 346
2090 1599 498
2091 375 549
2091 920 564
2091 1368 519
2091 1774 192
2091 2271 81
2091 2485 684
2091 2619 111
2091 2881 756
2092 16 92
2092 536 650
2092 674 40
2092 803 356
2092 889 765
2092 1758 433
2092 1787 591
2092 1974 433
2092 2653 585
2093 141 547
2093 196 673
2093 489 463
2093 778 849
2093 1208 553
2093 1797 44
2093 2000 212
2093 2633 51
2094 317 480
2094 543 611
2094 557 519
2094 593 945
2094 912 405
2094 1041 534
2094 1993 956
2095 164 207
2095 595 841
2095 966 508
2095 1301 677
2095 1506 69
2095 1518 711
